,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
128,Half Moon Bay,37.4636,-122.4286,79.5,59,1,0.0,US,1623942614
129,Puerto del Rosario,28.5004,-13.8627,78.55,53,75,19.57,ES,1623942886
130,Cabo San Lucas,22.8909,-109.9124,91.51,42,20,11.5,MX,1623942887
131,Hithadhoo,-0.6,73.0833,83.71,74,99,8.88,MV,1623942887
132,Yarkovo,57.4028,67.0786,66.65,94,100,8.23,RU,1623942887
133,Tarata,-17.6167,-66.0167,61.07,49,7,3.74,BO,1623942888
134,College,64.8569,-147.8028,57.15,91,75,6.91,US,1623942888
135,Penzance,50.1186,-5.5371,63.61,73,20,18.41,GB,1623942888
136,Ulaangom,49.9811,92.0667,62.35,58,81,2.95,MN,1623942889
137,Baykit,61.67,96.37,60.46,74,98,2.55,RU,1623942889
138,Muisne,0.6,-80.0333,76.39,87,100,9.04,EC,1623942889
139,Saint-Augustin,51.226,-58.6502,48.06,95,100,1.72,CA,1623942889
140,Anadyr,64.75,177.4833,35.01,93,100,13.0,RU,1623942890
141,San Rafael del Sur,11.8485,-86.4384,84.06,67,95,7.38,NI,1623942890
142,Dondaicha,21.3333,74.5667,89.62,50,76,18.68,IN,1623942890
143,Naze,28.3667,129.4833,74.88,88,100,0.63,JP,1623942891
144,Ust'-Uda,54.1742,103.0304,54.05,73,4,3.13,RU,1623942891
145,Gebre Guracha,9.8,38.4,71.94,30,100,3.96,ET,1623942891
146,Geraldton,-28.7667,114.6,50.41,87,0,9.22,AU,1623942892
147,Alto Araguaia,-17.3147,-53.2153,81.43,28,27,6.13,BR,1623942892
148,Kidal,18.4411,1.4078,105.33,10,1,4.18,ML,1623942892
149,Kloulklubed,7.0419,134.2556,75.7,73,5,7.85,PW,1623942893
150,Watertown,42.3709,-71.1828,75.29,37,0,5.01,US,1623942102
151,East London,-33.0153,27.9116,67.08,66,0,11.48,ZA,1623942893
152,Aykhal,66.0,111.5,63.43,52,100,4.52,RU,1623942893
153,Wajima,37.4,136.9,65.82,89,74,2.35,JP,1623942894
154,Mongoumba,3.6415,18.5936,81.59,61,100,5.19,CF,1623942894
155,Golub-Dobrzyń,53.1109,19.0538,84.6,54,0,9.91,PL,1623942894
156,Flinders,-34.5833,150.8552,55.18,66,0,10.0,AU,1623942895
157,Bayangol,50.6977,103.4656,42.51,83,3,3.42,RU,1623942895
158,Lepley,54.3092,42.8599,71.38,51,3,8.34,RU,1623942895
159,Avera,33.194,-82.5271,83.71,45,48,6.31,US,1623942896
160,Fukuechō,32.6881,128.8419,71.76,89,89,3.6,JP,1623942896
161,Mareeba,-17.0,145.4333,68.43,95,46,2.33,AU,1623942896
162,Charters Towers,-20.1,146.2667,66.67,40,76,12.33,AU,1623942897
163,Tuscaloosa,33.2098,-87.5692,85.84,61,1,3.44,US,1623942897
164,Fortuna,40.5982,-124.1573,57.65,74,90,1.01,US,1623942897
165,Warin Chamrap,15.1932,104.8628,83.03,78,94,6.89,TH,1623942898
166,Carlisle,40.2015,-77.1889,72.1,38,0,1.99,US,1623942898
167,Rexburg,43.826,-111.7897,69.06,37,1,5.75,US,1623942619
168,Belmonte,-15.8631,-38.8828,81.1,59,73,7.52,BR,1623942899
169,Bartica,6.4,-58.6167,82.72,78,99,2.71,GY,1623942899
170,Saint Paul Harbor,57.79,-152.4072,47.71,93,90,11.5,US,1623942899
171,Ganzhou,28.8184,115.4327,79.93,91,100,3.71,CN,1623942899
172,Morondava,-20.2833,44.2833,75.67,67,1,10.83,MG,1623942900
173,Ilulissat,69.2167,-51.1,39.22,81,75,5.75,GL,1623942900
174,Kahului,20.8947,-156.47,73.42,83,1,3.44,US,1623942668
175,Adrar,20.5022,-10.0711,104.63,10,4,16.24,MR,1623942901
176,Marsá Maţrūḩ,31.3525,27.2453,76.96,45,0,9.66,EG,1623942901
177,Dandong,40.1292,124.3947,63.3,98,100,6.26,CN,1623942901
178,Port-Gentil,-0.7193,8.7815,79.43,76,100,12.24,GA,1623942901
179,Rock Sound,24.9,-76.2,80.83,79,81,14.56,BS,1623942655
180,Probistip,42.0031,22.1786,81.7,45,71,6.73,MK,1623942923
181,Kilemary,56.7783,46.8659,65.41,55,71,10.36,RU,1623942923
182,Itarema,-2.9248,-39.9167,85.6,63,39,13.49,BR,1623942924
183,Tuatapere,-46.1333,167.6833,35.82,92,25,4.41,NZ,1623942924
184,Cassilândia,-19.1133,-51.7342,80.1,30,2,4.65,BR,1623942924
185,Cockburn Town,21.4612,-71.1419,80.22,86,44,17.76,TC,1623942924
186,Alexandria,31.2156,29.9553,76.15,57,2,13.44,EG,1623942925
187,Djenné,13.9061,-4.5533,102.52,22,48,10.58,ML,1623942925
188,Sassandra,4.95,-6.0833,83.53,64,55,9.04,CI,1623942925
189,Aurangabad,19.8833,75.3333,79.93,71,100,9.35,IN,1623942926
190,Zhangaözen,43.3,52.8,97.61,10,0,11.9,KZ,1623942926
191,Omsukchan,62.5333,155.8,35.2,98,100,7.56,RU,1623942926
192,Sueca,39.2026,-0.3111,87.78,53,59,8.99,ES,1623942926
193,Norman Wells,65.282,-126.8329,59.04,55,20,3.44,CA,1623942927
194,Jurm,36.8648,70.8342,66.7,29,50,5.32,AF,1623942927
195,Sambava,-14.2667,50.1667,74.89,79,53,16.64,MG,1623942927
196,Novyy Urgal,51.0736,132.5642,58.59,97,100,2.86,RU,1623942928
197,Pringsewu,-5.3582,104.9744,74.57,97,100,1.21,ID,1623942928
198,Sitka,57.0531,-135.33,57.09,67,75,4.61,US,1623942870
199,Nanortalik,60.1432,-45.2371,37.0,85,51,1.57,GL,1623942929
200,Lüderitz,-26.6481,15.1594,64.99,60,0,12.28,NA,1623942929
201,Atambua,-9.1061,124.8925,71.44,88,19,5.55,ID,1623942929
202,Denpasar,-8.65,115.2167,80.26,89,40,10.36,ID,1623942929
203,Haapiti,-17.5667,-149.8667,73.13,74,78,21.03,PF,1623942930
204,Katrineholm,58.9959,16.2072,82.04,21,65,7.72,SE,1623942930
205,Riberalta,-10.9833,-66.1,79.0,78,75,13.8,BO,1623942930
206,Plyussa,58.4308,29.3654,75.99,39,55,5.03,RU,1623942931
207,Rawson,-43.3002,-65.1023,43.81,53,1,8.72,AR,1623942931
208,Lata,40.1629,-8.3327,69.04,80,100,7.45,PT,1623942931
209,Coquimbo,-29.9533,-71.3436,60.53,67,0,5.75,CL,1623942738
210,Padang,-0.9492,100.3543,77.05,81,100,3.87,ID,1623942932
211,Doha,25.2867,51.5333,100.71,16,0,16.11,QA,1623942932
212,Kiruna,67.8557,20.2251,58.12,41,0,14.97,SE,1623942932
213,Nicoya,10.1483,-85.452,80.15,80,67,2.8,CR,1623942933
214,Hammerfest,70.6634,23.6821,48.65,61,0,5.75,NO,1623942933
215,Borazjan,29.2666,51.2159,88.93,19,0,7.54,IR,1623942933
216,Tanout,14.9709,8.8879,100.49,16,77,2.86,NE,1623942934
217,Mahon,39.8885,4.2658,77.56,88,40,13.8,ES,1623942934
218,Dāmghān,36.1683,54.348,93.45,12,0,8.43,IR,1623942934
219,Sabang,5.8933,95.3214,83.82,72,84,15.84,ID,1623942934
220,Mandalgovi,45.7625,106.2708,54.84,47,0,4.5,MN,1623942935
221,Cayenne,4.9333,-52.3333,82.44,88,75,1.99,GF,1623942935
222,Hay River,60.8156,-115.7999,40.98,93,75,10.36,CA,1623942935
223,San Policarpo,12.1791,125.5072,82.98,78,77,7.58,PH,1623942936
224,Hyères,43.1167,6.1167,87.69,63,0,10.36,FR,1623942936
225,De Panne,51.0792,2.5917,85.01,79,75,8.05,BE,1623942753
226,Arrondissement de Caen,49.0833,-0.4167,72.68,83,75,6.91,FR,1623942936
227,Paka,4.6374,103.4368,78.73,83,98,3.44,MY,1623942937
228,Paita,-5.0892,-81.1144,75.76,72,54,10.36,PE,1623942937
229,Pacific Grove,36.6177,-121.9166,68.4,86,1,1.99,US,1623942937
230,Qaanaaq,77.484,-69.3632,35.85,74,24,5.66,GL,1623942938
231,Kuytun,54.3419,101.5036,54.63,59,0,2.13,RU,1623942938
232,São João da Barra,-21.6403,-41.0511,75.29,61,8,9.55,BR,1623942938
233,Victor Harbor,-35.5667,138.6167,52.47,87,96,5.01,AU,1623942938
234,Argentan,48.75,-0.0167,71.37,70,100,7.07,FR,1623942939
235,Alekseyevsk,57.8406,108.3492,55.63,75,100,2.39,RU,1623942939
236,Maniitsoq,65.4167,-52.9,38.35,79,99,2.93,GL,1623942939
237,Caravelas,-17.7125,-39.2481,76.15,62,100,4.72,BR,1623942940
238,Grindavik,63.8424,-22.4338,48.56,61,75,14.97,IS,1623942940
239,Pisco,-13.7,-76.2167,66.25,77,58,5.75,PE,1623942940
240,Luanda,-8.8368,13.2343,78.8,73,0,10.36,AO,1623942824
241,Kununurra,-15.7667,128.7333,62.58,67,33,0.0,AU,1623942891
242,Esperance,-33.8667,121.9,56.01,57,93,2.51,AU,1623942941
243,Qaqortoq,60.7167,-46.0333,54.1,75,21,5.86,GL,1623942941
244,Cherskiy,68.75,161.3,43.09,70,19,8.77,RU,1623942941
245,Airai,-8.9266,125.4092,57.69,91,60,3.04,TL,1623942942
246,Dakar,14.6937,-17.4441,92.28,76,6,9.48,SN,1623942759
247,Saint-François,46.4154,3.9054,83.17,44,0,8.05,FR,1623942942
248,Ponta do Sol,32.6667,-17.1,74.71,86,95,7.23,PT,1623942943
249,Yangi Marg`ilon,40.4272,71.7189,81.32,22,1,0.0,UZ,1623942943
250,Vostok,46.4856,135.8833,59.02,76,100,4.29,RU,1623942943
251,Iqaluit,63.7506,-68.5145,33.53,93,75,15.01,CA,1623942943
252,Villa Carlos Paz,-31.4241,-64.4978,38.39,95,100,4.0,AR,1623942944
253,Jardim,-21.4803,-56.1381,62.67,67,89,5.44,BR,1623942683
254,Ţahţā,26.7693,31.5021,95.9,8,0,20.85,EG,1623942944
255,Ugoofaaru,5.6667,73.0,82.98,80,74,14.14,MV,1623942944
256,Labuan,5.2767,115.2417,80.76,94,20,0.0,MY,1623942945
257,Bambous Virieux,-20.3428,57.7575,71.85,83,40,11.5,MU,1623942945
258,Kermanshah,34.3142,47.065,94.1,4,0,19.57,IR,1623942945
259,Port Blair,11.6667,92.75,82.72,82,100,13.49,IN,1623942946
260,Santa Rosa,14.3122,121.1114,86.11,80,50,4.9,PH,1623942946
261,Manzhouli,49.6,117.4333,50.45,86,100,28.16,CN,1623942946
262,Riyadh,24.6877,46.7219,104.05,6,0,20.71,SA,1623942947
263,Suez,29.9737,32.5263,84.74,30,0,22.55,EG,1623942947
264,Sur,22.5667,59.5289,88.38,67,0,1.79,OM,1623942947
265,Erzin,36.9559,36.2,84.72,65,0,12.3,TR,1623942947
266,Muravlenko,63.7898,74.523,61.12,89,91,21.7,RU,1623942948
267,Yongzhou,26.4559,111.5988,81.91,77,68,4.81,CN,1623942948
268,Guerrero Negro,27.9769,-114.0611,68.56,72,28,6.91,MX,1623942948
269,Camacha,33.0833,-16.3333,71.02,60,40,18.41,PT,1623942949
270,Maningrida,-12.0667,134.2667,72.7,88,42,8.48,AU,1623942949
271,Grand Gaube,-20.0064,57.6608,72.0,87,10,5.99,MU,1623942949
272,Livingston,55.9029,-3.5226,68.13,46,0,9.22,GB,1623942950
273,Mount Gambier,-37.8333,140.7667,50.7,93,93,7.83,AU,1623942950
274,Dzhebariki-Khaya,62.2167,135.8,56.98,49,94,1.52,RU,1623942950
275,Yarovoy,52.9273,78.58,74.46,50,41,4.74,RU,1623942951
276,Ishigaki,24.3448,124.1572,84.49,82,100,4.54,JP,1623942951
277,Mendi,-6.1761,143.6513,54.84,97,78,2.1,PG,1623942951
278,Lorengau,-2.0226,147.2712,80.22,76,100,2.55,PG,1623942951
279,Ambulu,-8.345,113.6058,75.88,89,100,3.4,ID,1623942952
280,Coffs Harbour,-30.3,153.1333,50.13,100,0,3.44,AU,1623942952
281,Talaya,61.3833,152.75,36.37,81,7,6.49,RU,1623942952
282,Damaturu,11.747,11.9608,96.37,30,18,6.04,NG,1623942953
283,Moose Factory,51.2585,-80.6094,68.0,49,1,13.8,CA,1623942953
284,Foumban,5.7291,10.9001,74.28,72,57,2.48,CM,1623942953
285,Lárdos,36.0942,28.0157,78.62,56,0,17.56,GR,1623942954
286,Makakilo City,21.3469,-158.0858,75.52,81,1,4.61,US,1623942954
287,Najrān,17.4924,44.1277,97.45,8,65,14.05,SA,1623942954
288,Vila Franca do Campo,37.7167,-25.4333,70.21,66,100,11.5,PT,1623942955
289,Demba,-5.51,22.2667,92.14,15,58,1.86,CD,1623942955
290,Tarakan,3.3,117.6333,80.1,89,20,2.3,ID,1623942955
291,Ōfunato,39.0717,141.7167,61.2,90,46,3.4,JP,1623942955
292,Upernavik,72.7868,-56.1549,33.8,85,97,2.57,GL,1623942956
293,Chapais,49.7834,-74.8492,62.38,34,29,7.43,CA,1623942956
294,Le Port,-20.9373,55.2919,71.6,94,33,3.69,RE,1623942956
295,Suisun City,38.2382,-122.0402,85.32,40,1,4.61,US,1623942957
296,São José da Coroa Grande,-8.8978,-35.1478,80.46,75,34,10.49,BR,1623942957
297,Myaundzha,63.0494,147.1858,45.23,46,2,3.42,RU,1623942957
298,Touros,-5.1989,-35.4608,86.9,64,22,15.9,BR,1623942958
299,Mwense,-10.3845,28.698,79.29,24,3,3.62,ZM,1623942958
300,Gonbad-e Kāvūs,37.25,55.1672,101.35,6,0,4.94,IR,1623942958
301,Caraballeda,10.6112,-66.8522,86.86,78,37,6.91,VE,1623942958
302,Ayan,56.45,138.1667,46.33,90,100,5.03,RU,1623942959
303,Bowen,-20.0167,148.2333,70.3,84,54,7.63,AU,1623942959
304,Gorontalo,0.5412,123.0595,74.3,96,39,2.84,ID,1623942959
305,Balyqshy,47.0667,51.8667,100.4,16,0,13.42,KZ,1623942960
306,Pangody,65.85,74.4859,41.74,89,97,23.78,RU,1623942960
307,Faanui,-16.4833,-151.75,80.67,75,98,21.81,PF,1623942960
308,Saurimo,-9.6608,20.3916,83.28,15,55,3.2,AO,1623942960
309,Íquira,2.6487,-75.6346,75.52,66,28,5.48,CO,1623942961
310,Leningradskiy,69.3833,178.4167,35.64,93,100,7.83,RU,1623942961
311,General Roca,-39.0333,-67.5833,39.6,62,100,9.8,AR,1623942961
312,Whitehorse,60.7161,-135.0538,48.97,61,40,0.0,CA,1623942962
313,Buin,-33.7333,-70.75,59.05,49,0,1.59,CL,1623942962
314,Mahibadhoo,3.7833,72.9667,83.71,78,100,11.48,MV,1623942962
315,Talavera de la Reina,39.9635,-4.8308,76.1,43,66,8.55,ES,1623942963
316,Nyurba,63.2842,118.3319,61.02,60,64,4.25,RU,1623942963
317,Palmer,42.1584,-72.3287,72.99,41,20,1.01,US,1623942677
318,Jasper,37.2001,-94.3502,87.82,68,1,1.99,US,1623942680
319,Rocha,-34.4833,-54.3333,51.33,72,100,10.38,UY,1623942964
320,Biak,-0.9131,122.8766,76.01,84,34,5.73,ID,1623942964
321,Marsh Harbour,26.5412,-77.0636,81.23,75,100,4.92,BS,1623942964
322,Flagstaff,35.1981,-111.6513,86.13,21,1,1.99,US,1623942692
323,Marawi,7.9986,124.2928,71.65,94,27,1.66,PH,1623942965
324,Kalianget,-7.05,113.9333,80.65,78,100,3.24,ID,1623942965
325,Jumla,29.2747,82.1838,59.85,95,100,0.74,NP,1623942966
326,Diveyevo,55.0433,43.2418,67.24,65,42,9.84,RU,1623942966
327,Adré,13.4667,22.2,96.96,19,84,11.45,TD,1623942966
328,Hamilton,39.1834,-84.5333,78.89,52,1,1.01,US,1623942967
329,Kruisfontein,-34.0033,24.7314,63.88,71,0,18.23,ZA,1623942967
330,Waingapu,-9.6567,120.2641,73.74,80,5,6.22,ID,1623942967
331,Christchurch,-43.5333,172.6333,43.92,97,90,3.0,NZ,1623942794
332,Dera Ghazi Khan,30.0561,70.6348,90.14,45,76,16.06,PK,1623942968
333,Gamba,-2.65,10.0,78.66,75,100,8.99,GA,1623942968
334,Honiara,-9.4333,159.95,76.69,87,5,2.57,SB,1623942968
335,Batagay,67.6333,134.6333,58.24,54,13,4.56,RU,1623942969
336,Abu Samrah,35.3029,37.1841,82.71,26,0,18.07,SY,1623942969
337,Lompoc,34.6391,-120.4579,76.1,70,1,0.0,US,1623942969
338,Huilong,31.8111,121.655,79.03,95,100,6.08,CN,1623942970
339,Puerto Colombia,10.9878,-74.9547,89.69,67,29,4.63,CO,1623942970
340,Esmeraldas,-19.7625,-44.3139,78.91,35,3,1.05,BR,1623942970
341,Tautira,-17.7333,-149.15,73.42,77,64,20.15,PF,1623942971
342,Kumluca,36.3703,30.2869,76.55,54,0,8.14,TR,1623942971
343,Waterloo,43.4668,-80.5164,70.45,30,1,10.36,CA,1623942971
344,Sola,-13.8833,167.55,80.42,79,12,13.8,VU,1623942972
345,Pemangkat,1.1667,108.9667,77.23,86,99,8.32,ID,1623942972
346,Antalaha,-14.9003,50.2788,73.69,75,37,10.69,MG,1623942972
347,Richards Bay,-28.783,32.0377,68.7,81,17,9.42,ZA,1623942973
348,Chadiza,-14.0678,32.4392,72.59,36,24,3.94,ZM,1623942973
349,Yanam,16.7333,82.2167,84.6,59,100,8.48,IN,1623942974
350,Mossamedes,-15.1961,12.1522,73.13,61,13,10.36,AO,1623942974
351,El Tigre,8.8875,-64.2454,80.65,68,96,9.75,VE,1623942974
352,Conde,-7.2597,-34.9075,85.46,62,75,10.36,BR,1623942974
353,Plettenberg Bay,-34.0527,23.3716,62.64,73,0,10.27,ZA,1623942975
354,Dutse,11.7594,9.3392,99.39,21,31,6.29,NG,1623942975
355,Guhāgar,17.4842,73.1929,81.05,80,97,16.44,IN,1623942976
356,Birao,10.2849,22.7882,81.73,61,100,6.13,CF,1623942976
